"","片名","上传日期","播放数","弹幕数","硬币数","收藏数","上传者投稿数","上传者粉丝数","评论数","分享数","标签","简介"
"896","【CCTV】人物  角儿 谭元寿","2016-12-17 17:31","117","1","0","12",394,1683,0,1,"CCTV
京剧
人物
戏剧
谭派
谭元寿
角儿","CCTV 他是谭门七代老生中承前启后的一位，他是《沙家浜》中的“郭建光”——谭元寿。谭元寿刚刚出生的时候，就被谭家寄予厚望。祖父和父亲两个人轮着班地教导还不够，最终还是把他送到了天下第一科班——富连成。新中国成立之后，谭元寿如愿以偿站到了中国最高的京剧舞台，在现代戏的发展过程中，他却找到了自己的位置，尤其是在京剧《地下联络员》将他召回饰演主角之后，他终于要出人头地了。那出戏就是日后著名的《沙家浜》。然而，他真正想要做的还是要把谭派发扬光大。 （《人物》 20161216 角儿 谭元寿）"
"897","【CCTV】人物  先生 吴宓（20161216）","2016-12-17 17:28","197","1","2","15",394,1683,0,1,"CCTV
人物
历史
儒家思想
思想学潮
现代中国的孔夫子
吴宓","CCTV 出生于陕西省泾阳县安吴堡的一个大家族，童年优越的生活给了他良好的教育环境。他的一生，做事总是非常较真儿，常处在自我矛盾当中，感情容易冲动，也很容易有过激的言行。吴宓的一生与《学衡》杂志分不开，《学衡》主张中西融合，既要吸收西方先进文化，又要保留传统优秀文化，这也是他在学术上“求衡”的体现。他的这一主张使自己处于新文化运动的风口浪尖之上，但他仍坚持“儒道思想为国之本”，因此也被鲁迅戏称为“现代中国的孔夫子”。但是在今天看来，这种当年被冠以“文化保守主义”的主张，已经分明表现出了它的前瞻性"
"898","古画动漫─十二月月令图01","2016-12-17 17:28","147","0","2","18",22,319,4,0,"动漫
台北故宫博物院
十二月月令图
古画","YouTube 转载地址：https://www.youtube.com/watch?v=kRlhhBXiH70&amp;t=14s

十二月月令图"
"899","【看中医】六腑","2016-12-17 17:23","967","6","4","165",239,1014,3,7,"中国
文化
科普
纪录片
中医百草
中医养生
慈济
中医文化
六腑","卧薪尝胆的苦胆，在六腑之中有著重要的地位，黄帝内经记载，胆者中正之官，凡十一脏皆取决于胆。胆是中空的囊状器官，胆内贮藏的胆汁，是一种精纯、清淨、味苦、呈现黄绿色的精汁，所以胆又称为中精之腑、清淨之腑、中清之腑。"
"900","【纪录片】京都 寺庙市集 - 市集游（华语）Markets In Asia 07","2016-12-17 17:08","1360","21","8","86",529,18152,6,3,"旅行
社会
人文
市集游","在京都，有许多坐落在寺院里的市集。处处体现传统的日本风情。

01集：av7484348，02集：av7497987，03集：av7523893，04集：av7523893，05集：av7539345
一个市集，一种文化，一段故事。
八座亚洲城市，有趣的市集之旅～"
"901","【美食/旅行/生肉】古怪食物：美味目的地 【S04更新中】Delicious.Destinations","2016-12-17 17:00","1580","14","7","73",467,7239,5,0,"古怪食物
旅行
美食","eztv 古怪食物系列再次回归！Andrew又跑去各国品尝各式美味~ 生肉也好啃，快来看吧！"
"902","探索频道：接触外星人","2016-12-17 16:57","3036","19","1","79",579,1542,3,0,"外星人","http://i.youku.com/i/UMzk0Njc1NTk2 探索频道：接触外星人"
"903","【渡边笃史建筑物探访】第1391回【生肉 60fps】20161119 每集介绍一栋有特色的日本民宅","2016-12-17 16:52","913","27","13","42",206,9773,2,0,"家居
全能住宅改造王
住宅
日本建筑
装修设计
渡边笃史建筑物探访
渡边笃史
渡辺篤史の建もの探訪","每集介绍一栋有特色的日本民宅。自录720p 60fps无二压，转载请注明出处，谢谢。
UP的微博  http://weibo.com/lead1986
【家装节目交流群 511130062】

【朝日】渡辺篤史の建もの探訪 第1391回 「神奈川県大和市<U+30FB>今井邸 － 内装はDIY シンプルな箱の家 －」【生肉】20161119
节目官网 http://www.tv-asahi.co.jp/tatemono/"
"904","【看中医】藏象学总论、五脏","2016-12-17 16:16","655","4","1","118",239,1014,7,4,"中国
文化
纪录片
科普
中医养生
慈济
看中医
藏象学总论
中医文化
肝心脾肺肾","藏象学说是中医学理论体系的核心部分，它展现了中医学整体观的特点。宇宙天地是大乾坤，人的体内也有小乾坤，任何一个脏腑都很重要，缺一不可。"
"905","《今日说法》20161217 200米 16年","2016-12-17 16:15","12000","599","18","36",1653,59647,27,4,"CCTV
纪实
社会
央视
今日说法","转自cntv 《今日说法》20161217 200米 16年"
"906","【央视】抗击雨雪冰冻灾害特别节目—雪战【第二集】","2016-12-17 16:05","145","2","1","6",8,57,2,0,"恶劣天候
解放军救灾","CNTV CNTV  2008年年初，我国经历了一次大范围的雨雪冰冻天气过程，造成了南方数省大范围的冰雪灾害。在党和国家政府的坚强领导下，人民解放军和各界群众一道投入到了抗冰救灾的斗争中。"
"907","麦哲伦奉献：国家地理频道.古代伟大工程巡礼.佩特拉","2016-12-17 16:03","1150","6","3","65",28,210,2,2,"国家地理
佩特拉
麦哲伦
约旦
bbc","BBC 佩特拉古城"
"908","【央视】抗击雨雪冰冻灾害特别节目——雪战【第一集】","2016-12-17 15:56","241","0","0","13",8,57,3,0,"恶劣天候
解放军救灾","CNTV  2008年年初，我国经历了一次大范围的雨雪冰冻天气过程，造成了南方数省大范围的冰雪灾害。在党和国家政府的坚强领导下，人民解放军和各界群众一道投入到了抗冰救灾的斗争中。"
"909","【百战经典】二战全记录·末路东京","2016-12-17 15:37","1224","7","5","37",131,906,1,0,"二战
末路东京","http://bbs.taiwan123.cn/thread-40824-1-1.html 原作者：相思如雨难着墨
出处：http://bbs.taiwan123.cn/thread-40824-1-1.html
标题：【百战经典】二战全记录·末路东京"
"910","国家地理：勇闯侏罗纪","2016-12-17 15:23","1586","2","1","44",579,1542,1,0,"霸王龙
翼龙
暴龙
三角龙
巨齿鲨
滑齿龙
上龙
棘背龙
巨犀
泰坦蟒","http://i.youku.com/i/UMzk0Njc1NTk2 国家地理：勇闯侏罗纪"
"911","【CCTV】地理中国  鸡冠山的奥秘","2016-12-17 15:15","324","3","2","8",394,1683,1,0,"CCTV
地质
松花江
黑龙江
地理中国
鸡冠山
小兴安岭南麓","CCTV 本期节目主要内容：在黑龙江省松花江中游的北岸、小兴安岭南麓，有一座山峰，叫做鸡冠山。鸡冠山形如公鸡的鸡冠。它一改东北山岭和缓起伏的地势，山脊如刀削斧砍，山崖陡峭巍峨。据说在鸡冠山中，隐藏着一座神秘的古堡。古堡矗立在山顶，由许多巨型的石块，层叠磊落。在地质专家的带领下，考察小组发现了一处被当地人称为“大屋檐”的岩壁。这处岩壁的外形与屋檐有些相似，岩石呈现为不均匀的黄色。这块岩壁独特的外形与颜色是如何形成的呢？它与考察小组要寻找的古堡之间是否存在着联系（《地理中国》 20161216 鸡冠"
"912","【CCTV】地理中国  探秘会龙庄","2016-12-17 15:13","197","3","2","6",394,1683,0,0,"重庆
建筑
CCTV
地理中国
原始森林
四面山
会龙庄","CCTV 本期节目主要内容： 在重庆市江津区的四面山，有一片茂密的原始森林，在这片丛林中，隐藏着一座有百余年历史的神秘庄园会龙庄。围绕着这座庄园，很多谜题至今仍然让当地百姓感到十分难解。其中，最令人惊奇的是，庄园里有一个高达38米的土建碉楼，在历经多次强烈地震后依然完好无损。同时，会龙庄从未因暴雨造成洪水灾害。为了破解神秘的会龙庄背后隐藏的建筑之谜，来自中国科学院的地理专家来到了四面山考察。（《地理中国》 20161215 探秘会龙庄）"
"913","暗夜黑手  如何才能躲避","2016-12-17 14:19","86","0","0","5",204,924,1,0,"生活","关注微信公众号HRBYHF 酷装备等你来！"
"914","《天网》20161216 绝不放过你","2016-12-17 14:03","2093","32","4","7",1653,59647,8,0,"CCTV
纪实
社会
央视
天网","转自cntv 《天网》20161216 绝不放过你"
"915","《一线》20161216 公路魅影","2016-12-17 13:50","979","7","3","6",1653,59647,7,0,"CCTV
央视
社会
纪实
一线","转自cntv 《一线》20161216 公路魅影"
"916","【我爱19世纪80年代】06：打造美国奇才[720P版]","2016-12-17 13:35","194","0","1","13",38,1093,1,0,"纪录片
美国历史
我爱19世纪80年代
打造美国奇材","转自乐视网 幽默介绍美国历史纪录片"
"917","【我爱19世纪80年代】05：恶是善[720P版]","2016-12-17 13:33","171","0","0","13",38,1093,0,0,"纪录片
美国历史
我爱19世纪80年代
恶与善","转自乐视网 幽默介绍美国历史纪录片"
"918","【我爱19世纪80年代】04：军事行动中的蠢事[720P版]","2016-12-17 13:24","585","3","0","22",38,1093,0,1,"美国
纪录片
美国历史
军事行动中的蠢事
我爱19世纪80年代","转自乐视网 幽默历史纪录片"
"919","俯瞰德国 Deutschland von Oben 第二季 【2010~2015】【纪录片】【德国】","2016-12-17 12:43","435","6","7","120",313,15068,1,1,"鸟瞰德国","http://www.dysfz.net/movie15361.html 俯瞰德国 Deutschland von Oben 全四季 【2010~2015】【纪录片】【德国】简介：讲述了从三万英尺的高空进行一次难忘的眼睛的高清旅行的故事。俯瞰德国第一季分城市、乡村、河流三集不同地貌特征鸟瞰全景，在展示自然景致的同时，也涉及到很多当代科技和历史文化，是一部很不错的国家形象宣传片。"
"920","俯瞰德国 Deutschland von Oben 第一季 【2010~2015】【纪录片】【德国】","2016-12-17 12:29","985","13","8","169",313,15068,1,5,"鸟瞰德国
第一季","http://www.dysfz.net/movie15361.html 俯瞰德国 Deutschland von Oben 全四季 【2010~2015】【纪录片】【德国】简介：讲述了从三万英尺的高空进行一次难忘的眼睛的高清旅行的故事。俯瞰德国第一季分城市、乡村、河流三集不同地貌特征鸟瞰全景，在展示自然景致的同时，也涉及到很多当代科技和历史文化，是一部很不错的国家形象宣传片。"
"921","蛋糕天王：家族秘辛","2016-12-17 11:59","636","0","1","15",20,59,0,0,"吃货
蛋糕天王
美食
LCT旅游生活","LCT旅游生活 一起来认识得奖糕点师傅以及蛋糕装饰大师巴迪瓦拉索。巴迪精心装饰的蛋糕作品总是令人垂涎。小甜甜布兰妮27岁生日的马戏团主题蛋糕正是出自他的巧手。这位大师准备好要在Discovery旅游生活频道全新系列节目《蛋糕天王》中大展身手。一起来看看巴迪与他的意大利大家族，如何成功经营位于新泽西州荷波肯的卡萝市政厅烘培坊。 巴迪瓦拉索是全美知名度最高的蛋糕装饰艺术家之一。身为卡萝市政厅烘培坊的烘培大师，巴迪是名符其实的《蛋糕天王》。巴迪在家族经营的烘培坊里，带领指导由母亲、四位姊姊和三位"
"922","蛋糕天王：结婚旺季忙昏头","2016-12-17 11:58","926","1","1","15",20,59,0,0,"吃货
深夜作死
蛋糕天王
美食
LCT旅游生活","LCT旅游生活 一起来认识得奖糕点师傅以及蛋糕装饰大师巴迪瓦拉索。巴迪精心装饰的蛋糕作品总是令人垂涎。小甜甜布兰妮27岁生日的马戏团主题蛋糕正是出自他的巧手。这位大师准备好要在Discovery旅游生活频道全新系列节目《蛋糕天王》中大展身手。一起来看看巴迪与他的意大利大家族，如何成功经营位于新泽西州荷波肯的卡萝市政厅烘培坊。 巴迪瓦拉索是全美知名度最高的蛋糕装饰艺术家之一。身为卡萝市政厅烘培坊的烘培大师，巴迪是名符其实的《蛋糕天王》。巴迪在家族经营的烘培坊里，带领指导由母亲、四位姊姊和三位"
"923","【朝日】食彩之国 第659回 神户牛【生肉 60fps】20161217","2016-12-17 11:53","17000","588","37","275",206,9773,42,26,"日本
吃货
食彩の王国
食彩之国
美食
牛肉
药师丸博子
食彩之王国
60fps
神户牛","自录自压720p 60fps无二压，欢迎关注，转载请注明出处，谢谢。
UP的微博 http://weibo.com/lead1986
食彩之国收藏夹 http://space.bilibili.com/#!/fav/37512598/0//1

节目官网 http://www.tv-asahi.co.jp/syokusai/"
"924","蛋糕天王：观众提问","2016-12-17 11:45","89","0","1","4",20,59,1,0,"吃货
深夜作死
蛋糕天王
美食
LCT旅游生活","LCT旅游生活 一起来认识得奖糕点师傅以及蛋糕装饰大师巴迪瓦拉索。巴迪精心装饰的蛋糕作品总是令人垂涎。小甜甜布兰妮27岁生日的马戏团主题蛋糕正是出自他的巧手。这位大师准备好要在Discovery旅游生活频道全新系列节目《蛋糕天王》中大展身手。一起来看看巴迪与他的意大利大家族，如何成功经营位于新泽西州荷波肯的卡萝市政厅烘培坊。 巴迪瓦拉索是全美知名度最高的蛋糕装饰艺术家之一。身为卡萝市政厅烘培坊的烘培大师，巴迪是名符其实的《蛋糕天王》。巴迪在家族经营的烘培坊里，带领指导由母亲、四位姊姊和三位"
